AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",The Feast of Achelous,c. 1615,"Oil on wood, 108 x 164 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/22mythol/26mythox.html,painting,mythological,Flemish,1601-1650
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)","Portrait of a Woman, Probably Susanna Fourment",1625-27,"Oil on wood, 77 x 60 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/41portra/20susann.html,painting,portrait,Flemish,1601-1650
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",The Triumph of Henry IV,c. 1627,"Oil on wood, 50 x 84 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/7graphic/13sketcx.html,painting,historical,Flemish,1601-1650
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",Bust of Pseudo-Seneca,1600-26,"Pen and brown ink over black chalk, with brush and gray ink, 265 x 177 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/7graphic/181drawi.html,graphics,portrait,Flemish,1601-1650
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",Portrait of Nicolas Trigault in Chinese Costume,1617,"Chalk, pastel, pen and ink on light brown laid paper, 446 x 248 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/7graphic/182drawi.html,graphics,portrait,Flemish,1601-1650
"RUBENS, Peter Paul","(b. 1577, Siegen, d. 1640, Antwerpen)",Portrait of Nicolas Trigault in Chinese Costume,1617,"Chalk, pastel, pen and ink on light brown laid paper, 446 x 248 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/r/rubens/7graphic/183drawi.html,graphics,portrait,Flemish,1601-1650
"RUYSDAEL, Salomon van","(b. ca. 1602, Naarden, d. 1670, Haarlem)",River Landscape with Ferry,1649,"Oil on canvas, 102 x 135 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/r/ruysdael/salomon/2/ferry1.html,painting,landscape,Dutch,1601-1650
"RYSSELBERGHE, Théo van","(b. 1862, Gent, d. 1926, Saint-Clair)",Reading in the Park,1902,Oil on canvas,"Hôtel Solvay, Brussels",https://www.wga.hu/html/r/rysselbe/readpark.html,painting,landscape,Belgian,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Suur-Merijoki Manor: exterior,1902,Watercolour,"Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/1manor1.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Suur-Merijoki Manor: entrance lobby,1902,Watercolour,"Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/1manor2.html,architecture,interior,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Suur-Merijoki Manor: interior,1902,"Watercolour, 140 x 200 mm","Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/1manor3.html,architecture,interior,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Kansallismuseo: exterior view,1905-10,Photo,"Museokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/2museum.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Hvitträsk: living room,1903,Photo,"Kirkkonummi, outside Helsinki",https://www.wga.hu/html/s/saarinen/3hvittra.html,architecture,interior,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: front view,1910,Watercolour,"Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa1.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: main entrance,1909 (design),Photo,"Kaivokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa2.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: general view,1909 (design),Photo,"Kaivokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa3.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: general view,1909 (design),Photo,"Kaivokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa4.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: general view,1909 (design),Photo,"Kaivokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa5.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Central Railway Station: pair of statues,1909 (design),"Stone, height c. 400 cm","Kaivokatu 1, Helsinki",https://www.wga.hu/html/s/saarinen/4railwa6.html,architecture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Chair for Hannes Saarinen,1908,"Varnished mahogany, ebony inlay, height 80 cm","Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/chair.html,furniture,other,Finnish,1851-1900
"SAARINEN, Eliel","(b. 1873, Rantasalmi, d. 1950, Bloomfield Hills)",Chicago Tribune Tower,1922,Perspective drawing,"Museum of Finnish Architecture, Helsinki",https://www.wga.hu/html/s/saarinen/tribune.html,architecture,other,Finnish,1851-1900
"SAINTENOY, Paul","(b. 1862, Elsene, d. 1952, Elsene)",Pharmacie Charles Delacre,1898,Photo,"Coudenberg 64-66, Brussels",https://www.wga.hu/html/s/sainteno/pharmaci.html,architecture,other,Belgian,1851-1900
"SAINTENOY, Paul","(b. 1862, Elsene, d. 1952, Elsene)",Old England department store,1898-99,Photo,"Rue Villa Hermosa 1, Brussels",https://www.wga.hu/html/s/sainteno/store.html,architecture,other,Belgian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Seated Male Nude (Self-Portrait),1910,"Oil and gouache on canvas, 153 x 150 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/1selfpo1.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Self-Portrait with Raised Bare Shoulder,1912,"Oil on wood, 42 x 34 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/1selfpo2.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Self-Portrait as Prisoner,1912,"Watercolour and pencil, 481×314 mm",Private collection,https://www.wga.hu/html/s/schiele/1selfpo3.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Self-Portrait with Chinese Lantern Plant,1912,"Oil and gouache on wood, 32 x 40 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/1selfpo4.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Portrait of Wally Neuzil,1912,"Oil on wood, 32 x 40 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/1selfpo5.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Self-Portrait with Lowered Head,1912,"Oil on wood, 42 x 34 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/1selfpo6.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Self-Portrait,1912,"Watercolour over graphite on light brown wove japan paper, 349 x 254 mm","National Gallery of Art, Washington",https://www.wga.hu/html/s/schiele/1selfpo7.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Portrait of Otto Wagner,1910,"Pencil, watercolour, opaque white, 425 x 260 mm","Wien Museum, Vienna",https://www.wga.hu/html/s/schiele/2portra1.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Portrait of Paris von Gütersloh,1918,"Oil on canvas, 140 x 110 cm","Institute of Arts, Minneapolis",https://www.wga.hu/html/s/schiele/2portra2.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Portrait of a Child,1916,"Gouache, watercolour, and graphite, 499 x 322 mm (sheet)","Museum of Art, Cleveland",https://www.wga.hu/html/s/schiele/2portra3.html,painting,portrait,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Agony (The Death Struggle),1912,"Oil on canvas, 70 x 80 cm","Neue Pinakothek, Munich",https://www.wga.hu/html/s/schiele/3agony.html,painting,other,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Cardinal and Nun (Caress),1912,"Oil on canvas, 70 x 81 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/3caress.html,painting,other,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",The Death and the Maiden,1915,"Oil on canvas, 150 x 180 cm","Österreichische Galerie Belvedere, Vienna",https://www.wga.hu/html/s/schiele/3deathma.html,painting,mythological,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Sunflowers,1911,"Oil on canvas, 90 x 81 cm","Österreichische Galerie Belvedere, Vienna",https://www.wga.hu/html/s/schiele/3flowers.html,painting,still-life,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",The Hermits,1912,"Oil on canvas, 181 x 181 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/3hermits.html,painting,other,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Lovemaking,1915,"Gouache and pencil, 496 x 317 mm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/3lovemak.html,graphics,other,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Standing Nude with a Patterned Robe,1917,Gouache and black crayon on buff paper,"National Gallery of Art, Washington",https://www.wga.hu/html/s/schiele/3nude.html,graphics,other,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)","Seated Woman, Back View",1917,"Watercolour, gouache, and graphite on paper, 464 x 298 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/s/schiele/3seated.html,graphics,study,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Krumau - Crescent of Houses (The Small City V),1915,"Oil on canvas, 110 x 140 cm","Israel Museum, Jerusalem",https://www.wga.hu/html/s/schiele/4landcs1.html,painting,landscape,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Landscape at Krumau,1916,"Oil on canvas, 110 x 140 cm",Private collection,https://www.wga.hu/html/s/schiele/4landcs2.html,painting,landscape,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Crescent of Houses II (Island Town),1915,"Oil on canvas, 111 x 141 cm","Leopold Museum, Vienna",https://www.wga.hu/html/s/schiele/4landcs3.html,painting,landscape,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Kümmernis (Sorrow),1914,"Drypoint, 521 x 362 mm (sheet)","Museum of Fine Arts, Boston",https://www.wga.hu/html/s/schiele/5kummern.html,graphics,genre,Austrian,1851-1900
"SCHIELE, Egon","(b. 1890, Tulln an der Donau, d. 1918, Wien)",Poster for the 49th Exhibition of the Vienna Secession (Secession 49. Ausstellung),1918,"Lithograph, 68 x 53 cm (sheet)","Museum of Modern Art, New York",https://www.wga.hu/html/s/schiele/5poster.html,graphics,other,Austrian,1851-1900
"SCHMITHALS, Hans","(b. 1878, Kreuznach, d. 1964, München)",Polestar and the Constellation of the Dragon,1902,"Gouache on paper, 480 x 1100 mm","Münchner Stadtmuseum, Munich",https://www.wga.hu/html/s/schmitha/constell.html,painting,mythological,German,1851-1900
"SCHMITHALS, Hans","(b. 1878, Kreuznach, d. 1964, München)",The Glacier,1903,"Oil and crayon on paper, 115 x 75 cm","Museum of Modern Art, New York",https://www.wga.hu/html/s/schmitha/glacier.html,painting,other,German,1851-1900
"SELVA, Giovanni Antonio","(b. 1751, Venezia, d. 1819, Venezia)",General view,1819-33,Photo,"Tempio Canoviano, Possagno",https://www.wga.hu/html/s/selva/canovian.html,architecture,other,Italian,1751-1800
"SELVA, Giovanni Antonio","(b. 1751, Venezia, d. 1819, Venezia)",Exterior view,1806,Photo,"Chiesa di San Maurizio, Venice",https://www.wga.hu/html/s/selva/maurizio.html,architecture,other,Italian,1751-1800
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)","Armchair ""chambre d'artisan""",c. 1895,"Oak, brass, mulching, 102 x 60 x 48 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/s/serrurier/furnish1.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Art Nouveau bedroom furnishings: three-leaf screen,1899,"Waxed mahogany, glass, 160 x 180 x 3 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/s/serrurier/furnish2.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Art Nouveau ensemble,c. 1900,Wood,"Le Grand Curtius, Liège",https://www.wga.hu/html/s/serrurier/furnish3.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Cue stick holder for snooker,c. 1900,Wood,"Le Grand Curtius, Liège",https://www.wga.hu/html/s/serrurier/furnish4.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Art Nouveau bedroom furnishings: dressing table,1899,"Waxed mahogany, brass, 188 x 137 x 57 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/s/serrurier/furnish5.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Art Nouveau bedroom furnishings: bed,1899,"Waxed mahogany, brass, 279 x 211 x 240 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/s/serrurier/furnish6.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Art Nouveau bedroom furnishings: two-piece wardrobe,1899,"Waxed mahogany, brass, 222 x 90 x 55 cm","Musée d'Orsay, Paris",https://www.wga.hu/html/s/serrurier/furnish7.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Cabinet-vitrine,1899,"Red narra wood, ash, copper, enamel, glass, 249 x 213 x 64 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/s/serrurier/furnish8.html,furniture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Villa l'Aube: exterior,1902,Photo,"Avenue de Cointe 2, Liège",https://www.wga.hu/html/s/serrurier/villa1.html,architecture,other,Belgian,1851-1900
"SERRURIER-BOVY, Gustave","(b. 1858, Liège, d. 1910, Liège)",Villa l'Aube: interior,1902,Photo,"Avenue de Cointe 2, Liège",https://www.wga.hu/html/s/serrurier/villa2.html,architecture,interior,Belgian,1851-1900
"SIKA, Jutta","(b. 1877, Linz, d. 1964, Wien)",Lilac,1920s,Watercolour,Private collection,https://www.wga.hu/html/s/sika/lilac.html,painting,still-life,Austrian,1851-1900
"SIKA, Jutta","(b. 1877, Linz, d. 1964, Wien)",Owls,1903,Colour woodcut,"University Library, Heidelberg",https://www.wga.hu/html/s/sika/owls.html,graphics,other,Austrian,1851-1900
"SIKA, Jutta","(b. 1877, Linz, d. 1964, Wien)",Teapot,1901-02 (shape design),"Porcelain, height 17 cm","British Museum, London",https://www.wga.hu/html/s/sika/teapot.html,ceramics,other,Austrian,1851-1900
"SIKA, Jutta","(b. 1877, Linz, d. 1964, Wien)",Teaset,1901-02,Porcelain with stencilled design,"Neue Galerie, New York",https://www.wga.hu/html/s/sika/teaset.html,ceramics,other,Austrian,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",The Wounded Angel,1903,"Oil on canvas, 127 × 154 cm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/angel1.html,painting,religious,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",The Wounded Angel,1906,Fresco,"Cathedral, Tampere",https://www.wga.hu/html/s/simberg/angel2.html,painting,religious,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Autumn I,1895,"Gouache, watercolour, 301 x 140 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/autumn.html,painting,mythological,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Death and the Peasant,1895,"Gouache, ink, watercolour, 306 x 201 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/death1.html,painting,mythological,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",The Garden of Death,1896,"Watercolour and gouache on paper, 175 x 160 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/death2.html,painting,mythological,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",The Farmer's Wife and Poor Devil,1899,"Gouache, watercolour, 190 × 129 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/devil1.html,painting,mythological,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",The Devil in the Rose Bush,1890s,"Gouache, ink, watercolour, 185 x 95 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/devil2.html,painting,mythological,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Frost,1895,"Gouache, watercolour, 270 x 180 mm","Ateneumin Taidemuseo, Helsinki",https://www.wga.hu/html/s/simberg/frost.html,painting,landscape,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Frieze on the gallery (detail),1906,Fresco,"Cathedral, Tampere",https://www.wga.hu/html/s/simberg/tampere1.html,painting,other,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Frieze on the gallery (detail),1906,Fresco,"Cathedral, Tampere",https://www.wga.hu/html/s/simberg/tampere2.html,painting,other,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Frieze on the gallery (detail),1906,Fresco,"Cathedral, Tampere",https://www.wga.hu/html/s/simberg/tampere3.html,painting,other,Finnish,1851-1900
"SIMBERG, Hugo","(b. 1873, Hamina, d. 1917, Ähtäri)",Interior of the dome,1906,Fresco,"Cathedral, Tampere",https://www.wga.hu/html/s/simberg/tampere4.html,painting,interior,Finnish,1851-1900
"SOHLBERG, Harald Oskar","(b. 1869, Christiania, d. 1935, Oslo)",Night Glow,1893,"Oil on canvas, glaze technique, 80 x 62 cm","Nasjonalgalleriet, Oslo",https://www.wga.hu/html/s/sohlberg/nightglo.html,painting,landscape,Norwegian,1851-1900
"SOHLBERG, Harald Oskar","(b. 1869, Christiania, d. 1935, Oslo)",Street in Røros,1902,"Oil on canvas, 88 x 61 cm","Nasjonalgalleriet, Oslo",https://www.wga.hu/html/s/sohlberg/street1.html,painting,landscape,Norwegian,1851-1900
"SOHLBERG, Harald Oskar","(b. 1869, Christiania, d. 1935, Oslo)",Street in Røros in Winter,1903,"Oil on canvas, 61 x 91 cm","Nasjonalgalleriet, Oslo",https://www.wga.hu/html/s/sohlberg/street2.html,painting,landscape,Norwegian,1851-1900
"SOHLBERG, Harald Oskar","(b. 1869, Christiania, d. 1935, Oslo)",Winter Night in the Mountains,1914,"Oil on canvas, 160 x 181 cm","Nasjonalgalleriet, Oslo",https://www.wga.hu/html/s/sohlberg/winterni.html,painting,landscape,Norwegian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Castiglioni: façade,1904,Photo,"Corso Venezia 47-49, Milan",https://www.wga.hu/html/s/sommarug/castigl1.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Castiglioni: main entrance,1904,Photo,"Corso Venezia 47-49, Milan",https://www.wga.hu/html/s/sommarug/castigl2.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Castiglioni: main entrance,1904,Photo,"Corso Venezia 47-49, Milan",https://www.wga.hu/html/s/sommarug/castigl3.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Castiglioni: staircase,1904,Photo,"Corso Venezia 47-49, Milan",https://www.wga.hu/html/s/sommarug/castigl4.html,architecture,interior,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Mausoleo Faccanoni,1907-08,Photo,"Via Suardo, Sarnico, Bergamo",https://www.wga.hu/html/s/sommarug/faccano1.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Mausoleo Faccanoni,1907-08,Photo,"Via Suardo, Sarnico, Bergamo",https://www.wga.hu/html/s/sommarug/faccano2.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Mausoleo Faccanoni,1907-08,Photo,"Via Suardo, Sarnico, Bergamo",https://www.wga.hu/html/s/sommarug/faccano3.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Villa Giuseppe Faccanoni,1907,Photo,"Via Vittorio Veneto 56, Sarnico, Bergamo",https://www.wga.hu/html/s/sommarug/faccano5.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Moretti aedicula,1913-14,Photo,"Cimitero Monumentale, Milan",https://www.wga.hu/html/s/sommarug/moretti.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Viviani-Giberti: entrance,1906-07,Photo,"Viale XX Settembre 35, Trieste",https://www.wga.hu/html/s/sommarug/palazzo1.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Viviani-Giberti: entrance,1906-07,Photo,"Viale XX Settembre 35, Trieste",https://www.wga.hu/html/s/sommarug/palazzo2.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Palazzo Viviani-Giberti: façade,1906-07,Photo,"Viale XX Settembre 35, Trieste",https://www.wga.hu/html/s/sommarug/palazzo3.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Grand Hotel Campo dei Fiori: general view,1908-12,Photo,"Campo de Fiori, Varese",https://www.wga.hu/html/s/sommarug/varese1.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Grand Hotel Campo dei Fiori: general view,1908-12,Photo,"Campo de Fiori, Varese",https://www.wga.hu/html/s/sommarug/varese2.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Grand Hotel Campo dei Fiori: façade,1908-12,Photo,"Via Campo dei Fiori 115, Varese",https://www.wga.hu/html/s/sommarug/varese3.html,architecture,other,Italian,1851-1900
"SOMMARUGA, Giuseppe","(b. 1869, Milano, d. 1917, Milano)",Grand Hotel Campo dei Fiori: façade,1908-12,Photo,"Via Campo dei Fiori 115, Varese",https://www.wga.hu/html/s/sommarug/varese4.html,architecture,other,Italian,1851-1900
"SOROLLA Y BASTIDA, Joaquín","(b. 1863, Valencia, d. 1923, Cercedilla)",Boys on the beach,1910,"Oil on canvas, 118 x 185 cm","Museo del Prado, Madrid",https://www.wga.hu/html/s/sorolla/boybeach.html,painting,genre,Spanish,1851-1900
"STAPPEN, Charles van der","(b. 1843, Bruxelles, d. 1910, Bruxelles)",The Mysterious Sphinx,1897,"Ivory, bronze, height 56 cm","Musées Royaux d'Art et d'Histoire, Brussels",https://www.wga.hu/html/s/stappen/mysterio.html,sculpture,mythological,Belgian,1851-1900
"STAPPEN, Charles van der","(b. 1843, Bruxelles, d. 1910, Bruxelles)",Death of Ompdrailles,1892,Bronze,"1000, Jardin du Roi, Brussels",https://www.wga.hu/html/s/stappen/ompdrail.html,sculpture,historical,Belgian,1851-1900
"STAPPEN, Charles van der","(b. 1843, Bruxelles, d. 1910, Bruxelles)",Teaching of Art,1887,Bronze,"Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/s/stappen/teaching.html,sculpture,mythological,Belgian,1851-1900
"STAPPEN, Charles van der","(b. 1843, Bruxelles, d. 1910, Bruxelles)",Exterior view,1887,Photo,"Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/s/stappen/teachinx.html,sculpture,other,Belgian,1851-1900
"STRATHMANN, Carl","(b. 1866, Düsseldorf, d. 1939, München)","Cover of the magazine ""Jugend""",1896,Lithograph,"Münchner Stadtbibliothek, Munich",https://www.wga.hu/html/s/strathma/jugend.html,graphics,other,German,1851-1900
"STRATHMANN, Carl","(b. 1866, Düsseldorf, d. 1939, München)",Salammbô,c. 1894,"Oil on canvas, 187 x 287 cm","Kunstsammlungen zu Schlossmuseum, Weimar",https://www.wga.hu/html/s/strathma/salambb1.html,painting,other,German,1851-1900
"STRATHMANN, Carl","(b. 1866, Düsseldorf, d. 1939, München)",Salammbô,c. 1894,"Oil on canvas, 187 x 287 cm","Kunstsammlungen zu Schlossmuseum, Weimar",https://www.wga.hu/html/s/strathma/salambb2.html,painting,other,German,1851-1900
"STRATHMANN, Carl","(b. 1866, Düsseldorf, d. 1939, München)",The Love Declaration,c. 1900,"Oil on canvas, 122 x 153 cm",Private collection,https://www.wga.hu/html/s/strathma/the_love.html,painting,genre,German,1851-1900
"STRAUVEN, Gustave","(b. 1878, Schaerbeek, d. 1919, Faverge)",Maison Saint-Cyr: façade,1901-03,Photo,"Square Ambiorix 11, Brussels",https://www.wga.hu/html/s/strauven/st-cyr1.html,architecture,other,Belgian,1851-1900
"STRAUVEN, Gustave","(b. 1878, Schaerbeek, d. 1919, Faverge)",Maison Saint-Cyr: entrance,1901-03,Photo,"Square Ambiorix 11, Brussels",https://www.wga.hu/html/s/strauven/st-cyr2.html,architecture,other,Belgian,1851-1900
